ch_id	lat	lon	depth
918	40.82317259	14.13969334	0
919	40.82316927	14.13963551	0
920	40.82316587	14.13957769	0
921	40.82316255	14.13951986	0
922	40.82315915	14.13946204	0
923	40.82315584	14.13940421	0
924	40.82315243	14.13934638	0
925	40.82314912	14.13928856	0
926	40.82314571	14.13923073	0
927	40.82314240	14.13917290	0
928	40.82313899	14.13911508	0
929	40.82313568	14.13905725	0
930	40.82313228	14.13899943	0
931	40.82312923	14.13894160	0
932	40.82312646	14.13888376	0
933	40.82312368	14.13882593	0
934	40.82312082	14.13876798	0
935	40.82311805	14.13871014	0
936	40.82311527	14.13865231	0
937	40.82311241	14.13859436	0
938	40.82310963	14.13853652	0
939	40.82311398	14.13847907	0
940	40.82312022	14.13842160	0
941	40.82312654	14.13836424	0
942	40.82313287	14.13830688	0
943	40.82313911	14.13824940	0
944	40.82314544	14.13819204	0
945	40.82315167	14.13813469	0
946	40.82315800	14.13807733	0
947	40.82316433	14.13801985	0
948	40.82316912	14.13796227	0
949	40.82317274	14.13790448	0
950	40.82317646	14.13784668	0
951	40.82318008	14.13778888	0
952	40.82318795	14.13773280	0
953	40.82320955	14.13768224	0
954	40.82323115	14.13763168	0
955	40.82325276	14.13758124	0
956	40.82328007	14.13753583	0
957	40.82330811	14.13749123	0
958	40.82333625	14.13744651	0
959	40.82336720	14.13740591	0
960	40.82340280	14.13737166	0
961	40.82343831	14.13733728	0
962	40.82347381	14.13730302	0
963	40.82351042	14.13727089	0
964	40.82354885	14.13724276	0
965	40.82358738	14.13721463	0
966	40.82362590	14.13718638	0
967	40.82366443	14.13715825	0
968	40.82370295	14.13713000	0
969	40.82374489	14.13711274	0
970	40.82378711	14.13709618	0
