%iDASCh East	North   IntDist CumDist
2057 424188.35 4520573.51 4.51 8571.81
2058 424183.95 4520572.45 4.53 8576.34
2059 424179.49 4520573.12 4.51 8580.85
2060 424175.24 4520574.44 4.45 8585.30
2061 424171.45 4520576.93 4.53 8589.84
2062 424167.67 4520579.42 4.53 8594.37
2063 424163.84 4520581.85 4.53 8598.90
2064 424160.00 4520584.25 4.53 8603.43
2065 424156.16 4520586.66 4.53 8607.96
2066 424152.32 4520589.07 4.53 8612.49
2067 424148.48 4520591.48 4.53 8617.02
2068 424144.64 4520593.88 4.53 8621.56
2069 424140.80 4520596.29 4.53 8626.09
2070 424137.20 4520599.03 4.53 8630.61
2080 424133.66 4520601.86 4.53 8635.15
2081 424130.12 4520604.69 4.53 8639.68
2082 424126.42 4520607.29 4.52 8644.20
2083 424122.57 4520609.67 4.53 8648.73
2084 424118.71 4520612.06 4.53 8653.26
2085 424114.86 4520614.45 4.53 8657.80
2086 424111.01 4520616.83 4.53 8662.33
2087 424107.16 4520619.22 4.53 8666.86
2088 424103.30 4520621.61 4.53 8671.39
2089 424099.45 4520623.99 4.53 8675.92
2090 424095.60 4520626.38 4.53 8680.45
2091 424091.75 4520628.77 4.53 8684.99
2092 424087.90 4520631.15 4.53 8689.52
2093 424084.04 4520633.54 4.53 8694.05
2094 424080.19 4520635.93 4.53 8698.58
2095 424076.34 4520638.31 4.53 8703.11
2096 424072.49 4520640.70 4.53 8707.64
2097 424068.64 4520643.09 4.53 8712.17
2098 424064.78 4520645.47 4.53 8716.71
2099 424060.95 4520647.89 4.53 8721.24
2100 424057.12 4520650.32 4.53 8725.77
2101 424053.30 4520652.75 4.53 8730.30
2102 424049.47 4520655.18 4.53 8734.83
2103 424045.65 4520657.61 4.53 8739.36
2104 424041.82 4520660.04 4.53 8743.90
2105 424038.00 4520662.47 4.53 8748.43
2106 424034.17 4520664.90 4.53 8752.96
2107 424030.35 4520667.33 4.53 8757.49
2108 424026.52 4520669.76 4.53 8762.02
2109 424022.70 4520672.19 4.53 8766.55
2110 424018.87 4520674.62 4.53 8771.08
2111 424015.05 4520677.05 4.53 8775.62
2112 424011.22 4520679.48 4.53 8780.15
2113 424007.35 4520681.83 4.53 8784.68
2114 424003.41 4520684.07 4.53 8789.21
2115 423999.47 4520686.30 4.53 8793.74
2116 423995.53 4520688.54 4.53 8798.27
2117 423991.59 4520690.77 4.53 8802.80
2118 423987.65 4520693.01 4.53 8807.34
2119 423983.70 4520695.24 4.53 8811.87
2120 423979.77 4520697.49 4.53 8816.40
2121 423975.83 4520699.74 4.53 8820.93
2122 423971.90 4520701.98 4.53 8825.46
2123 423967.96 4520704.23 4.53 8829.99
2124 423964.03 4520706.48 4.53 8834.52
2125 423960.10 4520708.73 4.53 8839.06
2126 423956.09 4520710.85 4.53 8843.59
2127 423952.08 4520712.96 4.53 8848.12
2128 423948.07 4520715.07 4.53 8852.65
2129 423944.05 4520715.52 4.04 8856.69
2130 423940.03 4520713.43 4.53 8861.22
2131 423936.01 4520711.34 4.53 8865.75
2132 423931.99 4520709.25 4.53 8870.29
2133 423927.96 4520707.17 4.53 8874.82
2134 423923.94 4520705.08 4.53 8879.35
2135 423919.92 4520702.99 4.53 8883.88
2136 423915.90 4520700.90 4.53 8888.41
2137 423911.54 4520698.64 4.91 8893.32
2138 423907.18 4520696.38 4.91 8898.23
2139 423902.82 4520694.12 4.91 8903.14
2140 423898.47 4520691.86 4.91 8908.05
2141 423894.11 4520689.59 4.91 8912.96
2142 423889.75 4520687.33 4.91 8917.87
2143 423885.35 4520685.16 4.91 8922.78
2144 423880.92 4520683.05 4.91 8927.69
2145 423876.48 4520680.94 4.91 8932.60
2146 423872.05 4520678.83 4.91 8937.51
2147 423867.61 4520676.73 4.91 8942.42
2148 423863.18 4520674.62 4.91 8947.33
2156 423858.74 4520672.51 4.91 8952.24
2157 423854.31 4520670.40 4.91 8957.15
2158 423849.88 4520668.29 4.91 8962.06
2159 423845.44 4520666.19 4.91 8966.97
2160 423841.01 4520664.08 4.91 8971.88
2161 423836.57 4520661.97 4.91 8976.79
2162 423832.14 4520659.86 4.91 8981.70
2163 423827.70 4520657.75 4.91 8986.61
2164 423823.27 4520655.65 4.91 8991.52
2165 423818.84 4520653.54 4.91 8996.43
2166 423814.40 4520651.43 4.91 9001.34
2167 423809.97 4520649.32 4.91 9006.25
2168 423805.51 4520647.28 4.91 9011.16
2169 423801.03 4520645.25 4.91 9016.07
2170 423796.56 4520643.23 4.91 9020.98
2171 423792.08 4520641.21 4.91 9025.89
2172 423787.61 4520639.19 4.91 9030.80
2173 423783.13 4520637.17 4.91 9035.71
2174 423778.66 4520635.14 4.91 9040.61
2175 423774.19 4520633.12 4.91 9045.52
2176 423769.71 4520631.10 4.91 9050.43
2177 423765.24 4520629.08 4.91 9055.34
2178 423760.76 4520627.06 4.91 9060.25
2179 423756.29 4520625.04 4.91 9065.16
2180 423751.81 4520623.01 4.91 9070.07
2181 423747.34 4520620.99 4.91 9074.98
2182 423742.88 4520618.94 4.91 9079.89
2183 423738.42 4520616.89 4.91 9084.80
2184 423733.96 4520614.83 4.91 9089.71
2185 423729.50 4520612.78 4.91 9094.62
2186 423725.04 4520610.72 4.91 9099.53
2187 423720.58 4520608.67 4.91 9104.44
2188 423716.12 4520606.61 4.91 9109.35
2200 423711.66 4520604.56 4.91 9114.26
2201 423707.20 4520602.51 4.91 9119.17
2202 423702.75 4520600.45 4.91 9124.08
2203 423698.27 4520598.44 4.91 9128.99
2204 423693.79 4520596.43 4.91 9133.90
2205 423689.30 4520594.43 4.91 9138.81
2206 423684.82 4520592.43 4.91 9143.72
2207 423680.34 4520590.43 4.91 9148.63
2208 423675.85 4520588.42 4.91 9153.54
2209 423671.37 4520586.42 4.91 9158.45
2210 423666.89 4520584.42 4.91 9163.36
2211 423662.41 4520582.42 4.91 9168.27
2212 423657.92 4520580.42 4.91 9173.18
2213 423653.44 4520578.41 4.91 9178.09
2214 423648.96 4520576.41 4.91 9183.00
2215 423644.47 4520574.41 4.91 9187.91
2216 423639.99 4520572.41 4.91 9192.82
2217 423635.51 4520570.40 4.91 9197.73
2218 423631.02 4520568.40 4.91 9202.64
2219 423626.54 4520566.40 4.91 9207.55
2220 423622.06 4520564.40 4.91 9212.46
2221 423617.58 4520562.39 4.91 9217.37
2222 423613.09 4520560.39 4.91 9222.28
2223 423608.61 4520558.39 4.91 9227.19
2224 423604.13 4520556.39 4.91 9232.10
2225 423599.64 4520554.38 4.91 9237.01
2226 423595.16 4520552.38 4.91 9241.92
2227 423590.68 4520550.38 4.91 9246.83
2228 423586.20 4520548.38 4.91 9251.74
2229 423581.71 4520546.37 4.91 9256.65
2230 423577.23 4520544.37 4.91 9261.56
2231 423572.75 4520542.37 4.91 9266.47
2232 423568.28 4520540.34 4.91 9271.37
2233 423563.86 4520538.19 4.91 9276.28
2234 423559.45 4520536.05 4.91 9281.19
2235 423555.03 4520533.90 4.91 9286.10
2236 423550.61 4520531.76 4.91 9291.01
2237 423546.20 4520529.61 4.91 9295.92
2238 423541.78 4520527.47 4.91 9300.83
2239 423537.36 4520525.32 4.91 9305.74
2240 423532.95 4520523.17 4.91 9310.65
2241 423528.53 4520521.03 4.91 9315.56
2242 423524.11 4520518.88 4.91 9320.47
2243 423519.70 4520516.74 4.91 9325.38
2244 423515.28 4520514.59 4.91 9330.29
2245 423510.87 4520512.45 4.91 9335.20
2246 423506.45 4520510.30 4.91 9340.11
2247 423502.03 4520508.16 4.91 9345.02
2248 423497.62 4520506.01 4.91 9349.93
2249 423493.21 4520503.85 4.91 9354.84
2250 423488.82 4520501.65 4.91 9359.75
2251 423484.43 4520499.45 4.91 9364.66
2252 423480.04 4520497.24 4.91 9369.57
2253 423475.66 4520495.04 4.91 9374.48
2254 423471.15 4520493.08 4.91 9379.39
2255 423466.65 4520491.12 4.91 9384.30
2256 423462.15 4520489.16 4.91 9389.21
2257 423457.65 4520487.20 4.91 9394.12
2258 423453.15 4520485.25 4.91 9399.03
2259 423448.64 4520483.29 4.91 9403.94
2260 423444.09 4520481.46 4.91 9408.85
2261 423439.49 4520479.74 4.91 9413.76
2262 423434.89 4520478.01 4.91 9418.67
2263 423430.30 4520476.29 4.91 9423.58
2264 423425.70 4520474.57 4.91 9428.49
2265 423421.03 4520473.07 4.90 9433.39
2266 423416.28 4520471.84 4.91 9438.30
2267 423411.52 4520470.61 4.91 9443.21
2268 423407.14 4520469.48 4.53 9447.74
2269 423402.75 4520468.35 4.53 9452.27
2270 423398.36 4520467.21 4.53 9456.80
2271 423393.98 4520466.08 4.53 9461.33
2272 423389.54 4520465.17 4.53 9465.86
2273 423385.07 4520464.44 4.53 9470.39
2274 423380.60 4520463.71 4.53 9474.92
2275 423376.13 4520462.98 4.53 9479.45
2276 423371.66 4520462.25 4.53 9483.98
2277 423367.19 4520461.52 4.53 9488.51
2278 423362.72 4520460.79 4.53 9493.04
2279 423358.22 4520460.20 4.53 9497.57
2280 423353.73 4520459.65 4.53 9502.10
2281 423349.23 4520459.10 4.53 9506.63
2282 423344.73 4520458.55 4.53 9511.16
2283 423340.24 4520458.00 4.53 9515.69
2284 423335.74 4520457.45 4.53 9520.22
2285 423331.24 4520456.90 4.53 9524.75
2286 423326.75 4520456.35 4.53 9529.28
2287 423322.25 4520455.80 4.53 9533.81
2288 423317.75 4520455.25 4.53 9538.34
2289 423313.28 4520454.52 4.53 9542.87
2290 423308.83 4520453.70 4.53 9547.40
2291 423304.37 4520452.89 4.53 9551.93
2292 423299.91 4520452.07 4.53 9556.46
2293 423295.46 4520451.26 4.53 9560.99
2294 423291.00 4520450.45 4.53 9565.52
2295 423286.54 4520449.63 4.53 9570.05
2296 423282.09 4520448.82 4.53 9574.58
2297 423277.62 4520448.04 4.53 9579.11
2298 423273.16 4520447.27 4.53 9583.64
2299 423268.70 4520446.50 4.53 9588.18
2300 423264.23 4520445.72 4.53 9592.71
2301 423259.77 4520444.95 4.53 9597.24
2302 423255.30 4520444.17 4.53 9601.77
2303 423250.84 4520443.40 4.53 9606.30
2304 423246.38 4520442.63 4.53 9610.83
2305 423241.91 4520441.86 4.53 9615.36
2306 423237.45 4520441.09 4.53 9619.89
2307 423232.98 4520440.31 4.53 9624.42
2308 423228.52 4520439.54 4.53 9628.95
2309 423224.06 4520438.77 4.53 9633.48
2310 423219.59 4520438.00 4.53 9638.01
2311 423215.13 4520437.23 4.53 9642.54
2312 423210.66 4520436.46 4.53 9647.07
2313 423206.20 4520435.69 4.53 9651.60
2314 423201.73 4520434.92 4.53 9656.13
2315 423197.27 4520434.15 4.53 9660.66
2316 423192.80 4520433.38 4.53 9665.19
2317 423188.34 4520432.61 4.53 9669.72
2318 423183.88 4520431.84 4.53 9674.25
2319 423179.41 4520431.07 4.53 9678.78
2320 423174.95 4520430.30 4.53 9683.31
2321 423170.48 4520429.53 4.53 9687.84
2322 423166.02 4520428.76 4.53 9692.37
2323 423161.55 4520427.99 4.53 9696.90
2324 423157.09 4520427.22 4.53 9701.43
2325 423152.62 4520426.45 4.53 9705.97
2326 423148.16 4520425.68 4.53 9710.50
2327 423143.70 4520424.91 4.53 9715.03
2328 423139.23 4520424.14 4.53 9719.56
2329 423134.77 4520423.37 4.53 9724.09
2330 423130.30 4520422.60 4.53 9728.62
2331 423125.84 4520421.83 4.53 9733.15
2332 423121.37 4520421.07 4.53 9737.68
2333 423116.90 4520420.35 4.53 9742.21
2334 423112.43 4520419.62 4.53 9746.74
2335 423107.96 4520418.90 4.53 9751.27
2336 423103.48 4520418.17 4.53 9755.80
2337 423099.01 4520417.45 4.53 9760.33
2338 423094.02 4520416.64 5.06 9765.39
2339 423089.03 4520415.83 5.06 9770.44
2340 423084.04 4520415.02 5.06 9775.50
2341 423079.05 4520414.21 5.06 9780.55
2342 423074.06 4520413.40 5.06 9785.61
2343 423069.07 4520412.59 5.06 9790.67
2344 423064.08 4520411.78 5.06 9795.72
2345 423059.07 4520411.08 5.06 9800.78
2346 423054.06 4520410.40 5.06 9805.83
2347 423049.05 4520409.71 5.06 9810.89
2348 423044.04 4520409.03 5.06 9815.95
2349 423039.03 4520408.35 5.06 9821.00
2350 423034.02 4520407.66 5.06 9826.06
2351 423029.01 4520406.98 5.06 9831.11
2352 423024.00 4520406.29 5.06 9836.17
2353 423018.99 4520405.61 5.06 9841.23
2354 423013.98 4520404.92 5.06 9846.28
2355 423008.97 4520404.24 5.06 9851.34
2356 423003.96 4520403.55 5.06 9856.39
2357 422998.96 4520402.85 5.06 9861.45
2358 422993.95 4520402.14 5.06 9866.51
2359 422988.95 4520401.42 5.06 9871.56
2360 422983.94 4520400.71 5.06 9876.62
2361 422978.94 4520400.00 5.06 9881.67
2362 422973.93 4520399.29 5.06 9886.73
2363 422968.95 4520398.40 5.05 9891.78
2364 422963.99 4520397.43 5.06 9896.84
2365 422959.03 4520396.45 5.06 9901.90
2366 422954.07 4520395.48 5.06 9906.95
2367 422949.24 4520394.01 5.05 9912.00
2368 422944.43 4520392.44 5.06 9917.06
2369 422939.63 4520390.87 5.06 9922.12
2370 422934.84 4520389.26 5.05 9927.17
2371 422930.27 4520387.09 5.06 9932.22
2372 422925.70 4520384.92 5.06 9937.28
2373 422921.13 4520382.75 5.06 9942.34
2374 422916.56 4520380.59 5.06 9947.39
2375 422912.00 4520378.41 5.06 9952.45
2376 422907.47 4520376.16 5.06 9957.50
2377 422902.94 4520373.92 5.06 9962.56
2378 422898.41 4520371.67 5.06 9967.62
2379 422893.88 4520369.42 5.06 9972.67
2380 422889.49 4520366.93 5.05 9977.72
2381 422885.29 4520364.12 5.06 9982.77
2382 422881.09 4520361.31 5.06 9987.83
2383 422876.89 4520358.50 5.06 9992.89
2384 422872.74 4520355.61 5.05 9997.94
2385 422868.69 4520352.58 5.06 10003.00
2386 422864.65 4520349.55 5.06 10008.05
2387 422860.60 4520346.52 5.06 10013.11
2388 422856.55 4520343.49 5.06 10018.17
2389 422852.50 4520340.46 5.06 10023.22
2390 422848.49 4520337.38 5.06 10028.28
2391 422844.49 4520334.30 5.06 10033.33
2392 422840.48 4520331.21 5.06 10038.39
2393 422836.48 4520328.13 5.06 10043.45
2394 422832.47 4520325.04 5.06 10048.50
2395 422828.47 4520321.95 5.06 10053.56
2396 422824.49 4520318.83 5.06 10058.61
2397 422820.52 4520315.70 5.06 10063.67
2398 422816.54 4520312.58 5.06 10068.73
2399 422812.57 4520309.46 5.06 10073.78
2400 422808.59 4520306.33 5.06 10078.84
2401 422804.60 4520303.23 5.06 10083.89
2402 422800.61 4520300.12 5.06 10088.95
2403 422796.62 4520297.02 5.06 10094.01
2404 422792.63 4520293.91 5.06 10099.06
2405 422788.64 4520290.81 5.06 10104.12
2406 422784.65 4520287.70 5.06 10109.17
2407 422780.49 4520284.87 5.04 10114.21
2408 422775.97 4520282.60 5.06 10119.26
2409 422771.45 4520280.32 5.06 10124.32
2410 422766.77 4520278.56 5.00 10129.32
2411 422761.78 4520277.75 5.06 10134.38
2412 422756.79 4520276.93 5.06 10139.43
2413 422751.81 4520277.15 4.99 10144.43
2414 422746.82 4520278.00 5.06 10149.48
2415 422741.84 4520278.84 5.06 10154.54
2416 422737.02 4520280.26 5.02 10159.55
2417 422732.41 4520282.33 5.06 10164.61
2418 422727.86 4520284.53 5.05 10169.66
2419 422723.39 4520286.88 5.06 10174.72
2429 422718.91 4520289.23 5.06 10179.78
2430 422715.00 4520291.29 4.42 10184.19
2431 422711.09 4520293.34 4.42 10188.61
2432 422707.20 4520295.43 4.42 10193.02
2433 422703.32 4520297.54 4.42 10197.44
2434 422699.44 4520299.65 4.42 10201.86
2435 422695.56 4520301.76 4.42 10206.27
2436 422691.68 4520303.87 4.42 10210.69
2437 422687.80 4520305.98 4.42 10215.10
2438 422683.92 4520308.09 4.42 10219.52
2439 422680.04 4520310.20 4.42 10223.94
2440 422676.17 4520312.31 4.42 10228.35
2441 422672.36 4520314.54 4.41 10232.77
2442 422668.62 4520316.89 4.42 10237.18
2443 422664.88 4520319.23 4.42 10241.60
2444 422661.13 4520321.58 4.42 10246.01
2445 422657.39 4520323.93 4.42 10250.43
2446 422653.65 4520326.27 4.42 10254.85
2447 422649.91 4520328.62 4.42 10259.26
2448 422646.17 4520330.97 4.42 10263.68
2449 422642.43 4520333.31 4.42 10268.09
2450 422638.45 4520335.23 4.42 10272.51
2451 422634.48 4520337.15 4.42 10276.93
2452 422630.50 4520339.08 4.42 10281.34
2453 422626.52 4520341.00 4.42 10285.76
2454 422622.34 4520342.12 4.34 10290.09
2455 422617.93 4520342.42 4.42 10294.51
2456 422613.52 4520342.72 4.42 10298.93
2457 422609.12 4520343.02 4.42 10303.34
2458 422604.71 4520343.32 4.42 10307.76
2459 422600.31 4520343.55 4.41 10312.17
2460 422595.94 4520342.95 4.42 10316.58
2461 422591.56 4520342.34 4.42 10321.00
2462 422587.19 4520341.74 4.42 10325.42
2463 422582.81 4520341.14 4.42 10329.83
2464 422578.44 4520340.53 4.42 10334.25
2465 422573.76 4520339.91 4.72 10338.97
2466 422569.06 4520339.41 4.72 10343.69
2467 422564.37 4520338.91 4.72 10348.41
2468 422559.67 4520338.41 4.72 10353.13
2469 422554.98 4520337.91 4.72 10357.86
2470 422550.28 4520337.41 4.72 10362.58
2471 422545.59 4520336.91 4.72 10367.30
2472 422540.89 4520336.41 4.72 10372.02
2473 422536.20 4520335.91 4.72 10376.74
2474 422531.50 4520335.41 4.72 10381.46
2475 422526.81 4520334.91 4.72 10386.19
2476 422522.11 4520334.43 4.72 10390.91
2477 422517.40 4520334.03 4.72 10395.63
2478 422512.70 4520333.62 4.72 10400.35
2479 422508.00 4520333.22 4.72 10405.07
2480 422503.29 4520332.82 4.72 10409.79
2481 422498.59 4520332.39 4.72 10414.52
2482 422493.90 4520331.84 4.72 10419.24
2483 422489.21 4520331.30 4.72 10423.96
2484 422484.52 4520330.75 4.72 10428.68
2485 422479.83 4520330.21 4.72 10433.40
2486 422475.14 4520329.67 4.72 10438.12
2487 422470.45 4520329.12 4.72 10442.85
2488 422465.76 4520328.58 4.72 10447.57
2489 422461.07 4520328.03 4.72 10452.29
2490 422456.38 4520327.49 4.72 10457.01
2491 422451.69 4520326.94 4.72 10461.73
2492 422447.00 4520326.40 4.72 10466.45
2493 422442.31 4520325.86 4.72 10471.18
2494 422437.62 4520325.31 4.72 10475.90
2495 422432.93 4520324.77 4.72 10480.62
2496 422428.24 4520324.22 4.72 10485.34
2497 422423.55 4520323.68 4.72 10490.06
2498 422418.86 4520323.14 4.72 10494.78
2499 422414.17 4520322.58 4.72 10499.51
2500 422409.48 4520322.02 4.72 10504.23
2501 422404.79 4520321.46 4.72 10508.95
2502 422400.10 4520320.90 4.72 10513.67
2503 422395.41 4520320.34 4.72 10518.39
2504 422390.73 4520319.78 4.72 10523.11
2505 422386.04 4520319.22 4.72 10527.83
2506 422381.35 4520318.66 4.72 10532.56
2507 422376.66 4520318.10 4.72 10537.28
2508 422371.97 4520317.54 4.72 10542.00
2509 422367.28 4520316.98 4.72 10546.72
2510 422362.60 4520316.42 4.72 10551.44
2511 422357.91 4520315.86 4.72 10556.16
2512 422353.22 4520315.30 4.72 10560.89
2513 422348.54 4520314.69 4.72 10565.61
2514 422343.86 4520314.01 4.72 10570.33
2515 422339.19 4520313.33 4.72 10575.05
2516 422334.52 4520312.65 4.72 10579.77
2517 422329.85 4520311.97 4.72 10584.49
2518 422325.17 4520311.29 4.72 10589.22
2519 422320.50 4520310.61 4.72 10593.94
2520 422315.83 4520309.94 4.72 10598.66
2521 422311.16 4520309.26 4.72 10603.38
2522 422306.47 4520308.73 4.72 10608.10
2523 422301.76 4520308.37 4.72 10612.82
2524 422297.05 4520308.01 4.72 10617.54
2525 422292.34 4520307.64 4.72 10622.26
2526 422287.64 4520307.28 4.72 10626.99
2527 422282.93 4520307.05 4.72 10631.70
2528 422278.21 4520307.19 4.72 10636.42
2529 422273.49 4520307.34 4.72 10641.15
2530 422268.77 4520307.49 4.72 10645.87
2531 422264.05 4520307.64 4.72 10650.59
2532 422259.35 4520308.09 4.72 10655.31
2533 422254.65 4520308.54 4.72 10660.03
2534 422249.95 4520308.99 4.72 10664.75
2535 422245.25 4520309.47 4.72 10669.48
2536 422240.56 4520310.04 4.72 10674.20
2537 422235.88 4520310.61 4.72 10678.92
2538 422231.19 4520311.19 4.72 10683.64
2539 422226.50 4520311.75 4.72 10688.36
2540 422221.82 4520312.32 4.72 10693.08
2541 422217.13 4520312.88 4.72 10697.81
2542 422212.44 4520313.42 4.72 10702.52
2543 422207.74 4520312.93 4.72 10707.25
2544 422203.05 4520312.43 4.72 10711.97
2545 422198.35 4520311.93 4.72 10716.69
2546 422193.66 4520311.44 4.72 10721.41
2547 422188.96 4520310.94 4.72 10726.13
2548 422184.25 4520310.59 4.72 10730.85
2549 422179.55 4520310.24 4.72 10735.58
2550 422174.84 4520309.88 4.72 10740.30
2551 422170.17 4520310.17 4.68 10744.98
2552 422165.53 4520311.09 4.72 10749.70
2553 422160.90 4520312.00 4.72 10754.42
2554 422156.53 4520313.77 4.72 10759.14
2555 422152.16 4520315.56 4.72 10763.86
2556 422147.82 4520317.42 4.72 10768.58
2557 422143.53 4520319.40 4.72 10773.30
2558 422139.24 4520321.37 4.72 10778.03
2559 422134.77 4520322.84 4.71 10782.74
2560 422130.23 4520324.16 4.72 10787.46
2561 422125.59 4520324.94 4.70 10792.16
2562 422120.89 4520325.39 4.72 10796.88
2563 422116.19 4520325.41 4.71 10801.59
2564 422111.47 4520325.11 4.72 10806.31
2565 422106.76 4520324.81 4.72 10811.03
2566 422102.11 4520324.02 4.72 10815.75
2567 422097.48 4520323.12 4.72 10820.47
2568 422092.88 4520322.10 4.71 10825.19
2569 422088.42 4520320.53 4.72 10829.91
2570 422083.97 4520318.97 4.72 10834.63
2571 422079.51 4520317.41 4.72 10839.35
2572 422075.20 4520315.50 4.72 10844.07
2573 422070.91 4520313.51 4.72 10848.79
2574 422066.63 4520311.52 4.72 10853.51
2575 422062.47 4520309.30 4.72 10858.23
2576 422058.36 4520306.97 4.72 10862.95
2577 422054.25 4520304.65 4.72 10867.67
2578 422050.12 4520302.36 4.72 10872.40
2579 422045.99 4520300.07 4.72 10877.12
2580 422042.06 4520297.51 4.69 10881.81
2581 422038.62 4520294.28 4.72 10886.53
2582 422035.38 4520290.87 4.70 10891.23
2583 422032.68 4520286.99 4.72 10895.95
2584 422030.08 4520283.07 4.71 10900.66
2585 422028.40 4520278.65 4.72 10905.39
2586 422026.73 4520274.24 4.72 10910.11
2587 422025.06 4520269.82 4.72 10914.83
2588 422023.59 4520265.33 4.72 10919.55
2589 422022.12 4520260.85 4.72 10924.27
2590 422020.65 4520256.36 4.72 10928.99
2591 422019.24 4520251.85 4.72 10933.71
2592 422017.95 4520247.31 4.72 10938.44
2593 422016.65 4520242.77 4.72 10943.16
2594 422015.36 4520238.23 4.72 10947.88
2595 422014.06 4520233.69 4.72 10952.60
2596 422012.77 4520229.15 4.72 10957.32
2597 422011.54 4520224.59 4.72 10962.04
2598 422010.36 4520220.02 4.72 10966.77
2599 422009.19 4520215.45 4.72 10971.49
2600 422008.01 4520210.87 4.72 10976.21
2601 422006.84 4520206.30 4.72 10980.93
2602 422005.66 4520201.73 4.72 10985.65
2603 422004.49 4520197.15 4.72 10990.37
2604 422003.29 4520192.59 4.72 10995.10
2605 422002.08 4520188.02 4.72 10999.82
2606 422000.88 4520183.46 4.72 11004.54
2607 421999.67 4520178.89 4.72 11009.26
2608 421998.47 4520174.33 4.72 11013.98
2609 421997.26 4520169.76 4.72 11018.70
2610 421996.06 4520165.20 4.72 11023.43
2611 421994.85 4520160.63 4.72 11028.15
2612 421993.65 4520156.06 4.72 11032.87
2613 421992.49 4520151.49 4.72 11037.59
2614 421991.40 4520146.89 4.72 11042.31
2615 421990.32 4520142.30 4.72 11047.03
2616 421989.23 4520137.70 4.72 11051.75
2617 421988.15 4520133.11 4.72 11056.48
2618 421987.06 4520128.51 4.72 11061.20
2619 421985.92 4520123.93 4.72 11065.92
2620 421984.26 4520119.51 4.72 11070.64
2621 421982.60 4520115.09 4.72 11075.36
2622 421980.94 4520110.67 4.72 11080.08
2623 421978.51 4520106.84 4.55 11084.63
2624 421974.73 4520104.01 4.72 11089.35
2625 421970.95 4520101.18 4.72 11094.07
2626 421968.09 4520097.47 4.68 11098.75
2627 421965.45 4520093.55 4.72 11103.47
2628 421963.09 4520089.50 4.69 11108.16
2629 421961.55 4520085.04 4.72 11112.89
2630 421960.10 4520080.54 4.72 11117.61
2631 421958.66 4520076.05 4.72 11122.33
2632 421956.99 4520071.63 4.72 11127.05
2633 421955.21 4520067.26 4.72 11131.77
2634 421953.44 4520062.88 4.72 11136.49
2635 421951.49 4520058.58 4.72 11141.21
2636 421949.55 4520054.28 4.72 11145.93
2637 421947.61 4520049.97 4.72 11150.66
2638 421945.53 4520045.73 4.72 11155.38
2639 421943.44 4520041.50 4.72 11160.10
2640 421941.34 4520037.27 4.72 11164.82
2641 421939.36 4520032.99 4.72 11169.54
2642 421937.50 4520028.54 4.82 11174.36
2643 421935.64 4520024.09 4.82 11179.19
2644 421933.78 4520019.63 4.82 11184.01
2645 421931.80 4520015.24 4.82 11188.84
2646 421929.67 4520010.91 4.82 11193.66
2647 421927.53 4520006.58 4.82 11198.49
2648 421925.40 4520002.25 4.82 11203.31
2649 421923.27 4519997.92 4.82 11208.14
2650 421921.14 4519993.59 4.82 11212.96
2651 421919.01 4519989.26 4.82 11217.79
2652 421916.86 4519984.95 4.82 11222.61
2653 421914.69 4519980.64 4.82 11227.43
2654 421912.52 4519976.33 4.82 11232.26
2655 421910.35 4519972.02 4.82 11237.08
2656 421908.18 4519967.71 4.82 11241.91
2657 421906.01 4519963.40 4.82 11246.73
2658 421903.84 4519959.09 4.82 11251.56
2659 421901.38 4519954.94 4.82 11256.38
2660 421898.90 4519950.80 4.82 11261.21
2661 421896.42 4519946.66 4.82 11266.03
2662 421893.95 4519942.52 4.82 11270.86
2663 421891.47 4519938.38 4.82 11275.68
2664 421888.78 4519934.37 4.82 11280.51
2665 421886.03 4519930.41 4.82 11285.33
2666 421883.27 4519926.46 4.82 11290.16
2667 421880.51 4519922.50 4.82 11294.98
2668 421877.75 4519918.54 4.82 11299.81
2669 421874.99 4519914.58 4.82 11304.63
2670 421872.23 4519910.62 4.82 11309.45
2671 421868.97 4519907.07 4.82 11314.28
2672 421865.67 4519903.55 4.82 11319.10
2673 421862.37 4519900.03 4.82 11323.93
2674 421859.07 4519896.51 4.82 11328.75
2675 421855.77 4519892.99 4.82 11333.58
2676 421852.47 4519889.47 4.82 11338.40
2677 421849.17 4519885.95 4.82 11343.23
2678 421845.86 4519882.45 4.82 11348.05
2679 421842.06 4519879.47 4.82 11352.87
2680 421838.26 4519876.50 4.82 11357.70
2681 421834.46 4519873.52 4.82 11362.52
2682 421830.66 4519870.55 4.82 11367.35
2683 421826.73 4519867.76 4.82 11372.17
2684 421822.68 4519865.14 4.82 11376.99
2685 421818.63 4519862.52 4.82 11381.82
2686 421814.58 4519859.89 4.82 11386.64
2687 421810.53 4519857.27 4.82 11391.47
2688 421806.48 4519854.65 4.82 11396.29
2689 421802.43 4519852.03 4.82 11401.12
2690 421798.38 4519849.40 4.82 11405.94
2691 421794.33 4519846.78 4.82 11410.77
2692 421790.28 4519844.16 4.82 11415.59
2693 421786.23 4519841.54 4.82 11420.42
2694 421782.18 4519838.92 4.82 11425.24
2695 421778.12 4519836.31 4.82 11430.07
2696 421774.06 4519833.70 4.82 11434.89
2697 421770.01 4519831.08 4.82 11439.72
2698 421765.95 4519828.47 4.82 11444.54
2699 421761.90 4519825.86 4.82 11449.37
